id,stage,record_type,prompt,response,text,source_basis,source_url,quality_score,dataset_version
412,시장 규모,질문형,,,초기 진입 범위를 정하는 기준을 실제 사례로 보여줄 수 있나요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
413,시장 규모,질문형,,,시장 규모를 계산하는 방식을 실제 사례로 보여줄 수 있나요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
414,시장 규모,질문형,,,지역과 산업의 범위을 실제 사례로 보여줄 수 있나요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
415,시장 규모,질문형,,,고객 수를 추정하는 기준을 실제 사례로 보여줄 수 있나요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
416,시장 규모,질문형,,,첫 번째 세부 시장에 관한 가정 중 고객이나 데이터로 확인한 내용은 무엇인가요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
417,시장 규모,질문형,,,확장 가능한 인접 시장에 관한 가정 중 고객이나 데이터로 확인한 내용은 무엇인가요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
418,시장 규모,질문형,,,전체 시장에 관한 가정 중 고객이나 데이터로 확인한 내용은 무엇인가요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
419,시장 규모,질문형,,,실제로 진입 가능한 시장에 관한 가정 중 고객이나 데이터로 확인한 내용은 무엇인가요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
420,시장 규모,질문형,,,초기 목표 시장에 관한 가정 중 고객이나 데이터로 확인한 내용은 무엇인가요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
421,시장 규모,질문형,,,획득 가능한 매출이 개선되면 고객에게 어떤 변화가 생기나요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
422,시장 규모,질문형,,,시장 성장률이 개선되면 고객에게 어떤 변화가 생기나요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
423,시장 규모,질문형,,,잠재 고객 수이 개선되면 고객에게 어떤 변화가 생기나요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
424,시장 규모,질문형,,,예상 침투율이 개선되면 고객에게 어떤 변화가 생기나요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
425,시장 규모,질문형,,,고객당 연간 지출액이 개선되면 고객에게 어떤 변화가 생기나요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
426,시장 규모,피드백형,,,현재 시장 규모 설명은 범위가 넓습니다. 전체 시장과 고객 수를 추정하는 기준을 기준으로 더 좁혀보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
427,시장 규모,피드백형,,,현재 시장 규모 설명은 범위가 넓습니다. 실제로 진입 가능한 시장과 성장률을 설명하는 근거을 기준으로 더 좁혀보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
428,시장 규모,피드백형,,,현재 시장 규모 설명은 범위가 넓습니다. 초기 목표 시장과 초기 진입 범위를 정하는 기준을 기준으로 더 좁혀보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
429,시장 규모,피드백형,,,현재 시장 규모 설명은 범위가 넓습니다. 첫 번째 세부 시장과 시장 규모를 계산하는 방식을 기준으로 더 좁혀보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
430,시장 규모,피드백형,,,현재 시장 규모 설명은 범위가 넓습니다. 확장 가능한 인접 시장과 지역과 산업의 범위을 기준으로 더 좁혀보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
431,시장 규모,피드백형,,,고객당 연간 지출액에 대한 근거가 부족합니다. 수치나 실제 사례를 추가하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
432,시장 규모,피드백형,,,획득 가능한 매출에 대한 근거가 부족합니다. 수치나 실제 사례를 추가하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
433,시장 규모,피드백형,,,시장 성장률에 대한 근거가 부족합니다. 수치나 실제 사례를 추가하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
434,시장 규모,피드백형,,,잠재 고객 수에 대한 근거가 부족합니다. 수치나 실제 사례를 추가하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
435,시장 규모,피드백형,,,예상 침투율에 대한 근거가 부족합니다. 수치나 실제 사례를 추가하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
436,시장 규모,피드백형,,,초기 목표 시장을 설명했지만 고객 관점의 변화가 보이지 않습니다. 성장률을 설명하는 근거을 함께 적어보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
437,시장 규모,피드백형,,,첫 번째 세부 시장을 설명했지만 고객 관점의 변화가 보이지 않습니다. 초기 진입 범위를 정하는 기준을 함께 적어보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
438,시장 규모,피드백형,,,확장 가능한 인접 시장을 설명했지만 고객 관점의 변화가 보이지 않습니다. 시장 규모를 계산하는 방식을 함께 적어보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
439,시장 규모,피드백형,,,전체 시장을 설명했지만 고객 관점의 변화가 보이지 않습니다. 지역과 산업의 범위을 함께 적어보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
440,시장 규모,피드백형,,,실제로 진입 가능한 시장을 설명했지만 고객 관점의 변화가 보이지 않습니다. 고객 수를 추정하는 기준을 함께 적어보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
441,시장 규모,피드백형,,,시장 규모 내용이 기능 소개에 치우쳐 있습니다. 예상 침투율이 어떻게 달라지는지 보여주세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
442,시장 규모,피드백형,,,시장 규모 내용이 기능 소개에 치우쳐 있습니다. 고객당 연간 지출액이 어떻게 달라지는지 보여주세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
443,시장 규모,피드백형,,,시장 규모 내용이 기능 소개에 치우쳐 있습니다. 획득 가능한 매출이 어떻게 달라지는지 보여주세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
444,시장 규모,피드백형,,,시장 규모 내용이 기능 소개에 치우쳐 있습니다. 시장 성장률이 어떻게 달라지는지 보여주세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
445,시장 규모,피드백형,,,시장 규모 내용이 기능 소개에 치우쳐 있습니다. 잠재 고객 수이 어떻게 달라지는지 보여주세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
446,시장 규모,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 과도한 범위를 줄이세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
447,시장 규모,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 수치의 계산식을 함께 제시하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
448,시장 규모,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 가정과 출처를 분리해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
449,시장 규모,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 탑다운과 바텀업 계산을 비교하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
450,시장 규모,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 초기 시장부터 계산하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
451,시장 규모,다음 행동형,,,다음으로 전체 시장에 관한 실제 사례 세 개를 모으고 가정과 출처를 분리해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
452,시장 규모,다음 행동형,,,다음으로 실제로 진입 가능한 시장에 관한 실제 사례 세 개를 모으고 탑다운과 바텀업 계산을 비교하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
453,시장 규모,다음 행동형,,,다음으로 초기 목표 시장에 관한 실제 사례 세 개를 모으고 초기 시장부터 계산하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
454,시장 규모,다음 행동형,,,다음으로 첫 번째 세부 시장에 관한 실제 사례 세 개를 모으고 과도한 범위를 줄이세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
455,시장 규모,다음 행동형,,,다음으로 확장 가능한 인접 시장에 관한 실제 사례 세 개를 모으고 수치의 계산식을 함께 제시하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
456,시장 규모,다음 행동형,,,지금 해야 할 일은 시장 규모를 계산하는 방식을 한 문장으로 정리한 뒤 고객당 연간 지출액을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
457,시장 규모,다음 행동형,,,지금 해야 할 일은 지역과 산업의 범위을 한 문장으로 정리한 뒤 획득 가능한 매출을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
458,시장 규모,다음 행동형,,,지금 해야 할 일은 고객 수를 추정하는 기준을 한 문장으로 정리한 뒤 시장 성장률을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
459,시장 규모,다음 행동형,,,지금 해야 할 일은 성장률을 설명하는 근거을 한 문장으로 정리한 뒤 잠재 고객 수을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
460,시장 규모,다음 행동형,,,지금 해야 할 일은 초기 진입 범위를 정하는 기준을 한 문장으로 정리한 뒤 예상 침투율을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
461,시장 규모,다음 행동형,,,시장 규모 초안을 완성하려면 먼저 초기 목표 시장을 정의하고 수치의 계산식을 함께 제시하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
462,시장 규모,다음 행동형,,,시장 규모 초안을 완성하려면 먼저 첫 번째 세부 시장을 정의하고 가정과 출처를 분리해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
463,시장 규모,다음 행동형,,,시장 규모 초안을 완성하려면 먼저 확장 가능한 인접 시장을 정의하고 탑다운과 바텀업 계산을 비교하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
464,시장 규모,다음 행동형,,,시장 규모 초안을 완성하려면 먼저 전체 시장을 정의하고 초기 시장부터 계산하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
465,시장 규모,다음 행동형,,,시장 규모 초안을 완성하려면 먼저 실제로 진입 가능한 시장을 정의하고 과도한 범위를 줄이세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
466,시장 규모,다음 행동형,,,오늘은 예상 침투율을 계산할 수 있는 자료를 찾은 뒤 탑다운과 바텀업 계산을 비교하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
467,시장 규모,다음 행동형,,,오늘은 고객당 연간 지출액을 계산할 수 있는 자료를 찾은 뒤 초기 시장부터 계산하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
468,시장 규모,다음 행동형,,,오늘은 획득 가능한 매출을 계산할 수 있는 자료를 찾은 뒤 과도한 범위를 줄이세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
469,시장 규모,다음 행동형,,,오늘은 시장 성장률을 계산할 수 있는 자료를 찾은 뒤 수치의 계산식을 함께 제시하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
470,시장 규모,다음 행동형,,,오늘은 잠재 고객 수을 계산할 수 있는 자료를 찾은 뒤 가정과 출처를 분리해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
471,시장 규모,다음 행동형,,,다음 단계로 넘어가기 전에 초기 진입 범위를 정하는 기준이 사실인지 확인하고 과도한 범위를 줄이세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
472,시장 규모,다음 행동형,,,다음 단계로 넘어가기 전에 시장 규모를 계산하는 방식이 사실인지 확인하고 수치의 계산식을 함께 제시하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
473,시장 규모,다음 행동형,,,다음 단계로 넘어가기 전에 지역과 산업의 범위이 사실인지 확인하고 가정과 출처를 분리해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
474,시장 규모,다음 행동형,,,다음 단계로 넘어가기 전에 고객 수를 추정하는 기준이 사실인지 확인하고 탑다운과 바텀업 계산을 비교하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
475,시장 규모,다음 행동형,,,다음 단계로 넘어가기 전에 성장률을 설명하는 근거이 사실인지 확인하고 초기 시장부터 계산하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
476,시장 규모,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 전체 시장을 구체적으로 지정하고 가정과 출처를 분리해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
477,시장 규모,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 실제로 진입 가능한 시장을 구체적으로 지정하고 탑다운과 바텀업 계산을 비교하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
478,시장 규모,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 초기 목표 시장을 구체적으로 지정하고 초기 시장부터 계산하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
479,시장 규모,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 첫 번째 세부 시장을 구체적으로 지정하고 과도한 범위를 줄이세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
480,시장 규모,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 확장 가능한 인접 시장을 구체적으로 지정하고 수치의 계산식을 함께 제시하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
481,시장 규모,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 시장 규모를 계산하는 방식을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
482,시장 규모,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 지역과 산업의 범위을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
483,시장 규모,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 고객 수를 추정하는 기준을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
484,시장 규모,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 성장률을 설명하는 근거을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
485,시장 규모,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 초기 진입 범위를 정하는 기준을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
486,시장 규모,교정형,,,'시장이 큽니다'라는 주장 대신 시장 성장률의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
487,시장 규모,교정형,,,'시장이 큽니다'라는 주장 대신 잠재 고객 수의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
488,시장 규모,교정형,,,'시장이 큽니다'라는 주장 대신 예상 침투율의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
489,시장 규모,교정형,,,'시장이 큽니다'라는 주장 대신 고객당 연간 지출액의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
490,시장 규모,교정형,,,'시장이 큽니다'라는 주장 대신 획득 가능한 매출의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
491,시장 규모,교정형,,,'기능이 많습니다'라는 설명보다 첫 번째 세부 시장이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
492,시장 규모,교정형,,,'기능이 많습니다'라는 설명보다 확장 가능한 인접 시장이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
493,시장 규모,교정형,,,'기능이 많습니다'라는 설명보다 전체 시장이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
494,시장 규모,교정형,,,'기능이 많습니다'라는 설명보다 실제로 진입 가능한 시장이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
495,시장 규모,교정형,,,'기능이 많습니다'라는 설명보다 초기 목표 시장이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
496,시장 규모,교정형,,,막연한 기대를 적기보다 초기 진입 범위를 정하는 기준을 관찰 가능한 행동과 획득 가능한 매출으로 바꿔 표현하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
497,시장 규모,교정형,,,막연한 기대를 적기보다 시장 규모를 계산하는 방식을 관찰 가능한 행동과 시장 성장률으로 바꿔 표현하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
498,시장 규모,교정형,,,막연한 기대를 적기보다 지역과 산업의 범위을 관찰 가능한 행동과 잠재 고객 수으로 바꿔 표현하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
499,시장 규모,교정형,,,막연한 기대를 적기보다 고객 수를 추정하는 기준을 관찰 가능한 행동과 예상 침투율으로 바꿔 표현하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
500,시장 규모,교정형,,,막연한 기대를 적기보다 성장률을 설명하는 근거을 관찰 가능한 행동과 고객당 연간 지출액으로 바꿔 표현하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
501,경쟁·차별점,설명형,,,경쟁·차별점 단계에서는 직접 경쟁사을 중심으로 고객이 비교하는 기준을 설명해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
502,경쟁·차별점,설명형,,,경쟁·차별점 단계에서는 간접 경쟁사을 중심으로 기존 대안의 불편을 설명해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
503,경쟁·차별점,설명형,,,경쟁·차별점 단계에서는 고객이 현재 쓰는 대안을 중심으로 우리가 집중할 틈새을 설명해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
504,경쟁·차별점,설명형,,,경쟁·차별점 단계에서는 수작업 방식을 중심으로 경쟁사가 강한 지점을 설명해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
505,경쟁·차별점,설명형,,,경쟁·차별점 단계에서는 아무것도 하지 않는 선택을 중심으로 전환을 망설이는 이유을 설명해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
506,경쟁·차별점,설명형,,,경쟁·차별점의 핵심은 간접 경쟁사과 관련된 사용 시간을 구체적인 근거로 보여주는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
507,경쟁·차별점,설명형,,,경쟁·차별점의 핵심은 고객이 현재 쓰는 대안과 관련된 고객 만족도을 구체적인 근거로 보여주는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
508,경쟁·차별점,설명형,,,경쟁·차별점의 핵심은 수작업 방식과 관련된 정확도을 구체적인 근거로 보여주는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
509,경쟁·차별점,설명형,,,경쟁·차별점의 핵심은 아무것도 하지 않는 선택과 관련된 가격을 구체적인 근거로 보여주는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
510,경쟁·차별점,설명형,,,경쟁·차별점의 핵심은 직접 경쟁사과 관련된 도입 난이도을 구체적인 근거로 보여주는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
511,경쟁·차별점,설명형,,,고객이 현재 쓰는 대안을 명확히 하면 경쟁·차별점 내용이 추상적인 주장보다 설득력 있는 구조가 됩니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
512,경쟁·차별점,설명형,,,수작업 방식을 명확히 하면 경쟁·차별점 내용이 추상적인 주장보다 설득력 있는 구조가 됩니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
513,경쟁·차별점,설명형,,,아무것도 하지 않는 선택을 명확히 하면 경쟁·차별점 내용이 추상적인 주장보다 설득력 있는 구조가 됩니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
514,경쟁·차별점,설명형,,,직접 경쟁사을 명확히 하면 경쟁·차별점 내용이 추상적인 주장보다 설득력 있는 구조가 됩니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
515,경쟁·차별점,설명형,,,간접 경쟁사을 명확히 하면 경쟁·차별점 내용이 추상적인 주장보다 설득력 있는 구조가 됩니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
516,경쟁·차별점,설명형,,,경쟁·차별점에서는 전환을 망설이는 이유과 도입 난이도을 연결해 독자가 한 번에 이해하도록 구성해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
517,경쟁·차별점,설명형,,,경쟁·차별점에서는 고객이 비교하는 기준과 사용 시간을 연결해 독자가 한 번에 이해하도록 구성해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
518,경쟁·차별점,설명형,,,경쟁·차별점에서는 기존 대안의 불편과 고객 만족도을 연결해 독자가 한 번에 이해하도록 구성해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
519,경쟁·차별점,설명형,,,경쟁·차별점에서는 우리가 집중할 틈새과 정확도을 연결해 독자가 한 번에 이해하도록 구성해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
520,경쟁·차별점,설명형,,,경쟁·차별점에서는 경쟁사가 강한 지점과 가격을 연결해 독자가 한 번에 이해하도록 구성해야 합니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
521,경쟁·차별점,설명형,,,아무것도 하지 않는 선택에 대한 설명은 우리가 집중할 틈새에서 시작해 고객 만족도으로 마무리하는 것이 좋습니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
522,경쟁·차별점,설명형,,,직접 경쟁사에 대한 설명은 경쟁사가 강한 지점에서 시작해 정확도으로 마무리하는 것이 좋습니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
523,경쟁·차별점,설명형,,,간접 경쟁사에 대한 설명은 전환을 망설이는 이유에서 시작해 가격으로 마무리하는 것이 좋습니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
524,경쟁·차별점,설명형,,,고객이 현재 쓰는 대안에 대한 설명은 고객이 비교하는 기준에서 시작해 도입 난이도으로 마무리하는 것이 좋습니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
525,경쟁·차별점,설명형,,,수작업 방식에 대한 설명은 기존 대안의 불편에서 시작해 사용 시간으로 마무리하는 것이 좋습니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
526,경쟁·차별점,질문형,,,"직접 경쟁사은 누구이며, 고객이 비교하는 기준에서 어떤 선택을 하고 있나요?",초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
527,경쟁·차별점,질문형,,,"간접 경쟁사은 누구이며, 기존 대안의 불편에서 어떤 선택을 하고 있나요?",초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
528,경쟁·차별점,질문형,,,"고객이 현재 쓰는 대안은 누구이며, 우리가 집중할 틈새에서 어떤 선택을 하고 있나요?",초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
529,경쟁·차별점,질문형,,,"수작업 방식은 누구이며, 경쟁사가 강한 지점에서 어떤 선택을 하고 있나요?",초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
530,경쟁·차별점,질문형,,,"아무것도 하지 않는 선택은 누구이며, 전환을 망설이는 이유에서 어떤 선택을 하고 있나요?",초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
531,경쟁·차별점,질문형,,,경쟁·차별점를 설명하기 위해 확인해야 할 사용 시간은 무엇인가요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
532,경쟁·차별점,질문형,,,경쟁·차별점를 설명하기 위해 확인해야 할 고객 만족도은 무엇인가요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
533,경쟁·차별점,질문형,,,경쟁·차별점를 설명하기 위해 확인해야 할 정확도은 무엇인가요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
534,경쟁·차별점,질문형,,,경쟁·차별점를 설명하기 위해 확인해야 할 가격은 무엇인가요?,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
